id_number,space_group
1038436,123
1038437,123
1038443,123
1038444,123
1038446,123
1038450,123
1038455,123
1038482,123
1038483,123
1038484,123
1038485,25
1038488,123
1038490,123
1038496,123
1038510,123
1038513,123
1038514,123
1038517,123
1038524,123
1038540,123
1038542,123
1038543,123
1038544,123
1038545,123
1038546,123
1038548,123
1038552,123
1038562,123
1038567,123
1038568,123
1038569,123
1038570,123
1038575,123
1038590,123
1038594,123
1038595,123
1038596,123
10386,58
1038610,123
1038611,123
1038612,123
1038613,123
1038614,123
1038615,123
1038619,123
1038625,123
1038630,123
1038632,123
1038638,123
1038639,123
1038644,123
1038657,123
1038660,123
1038674,123
1038676,123
1038678,123
1038688,123
1038689,25
1038690,123
1038693,99
1038702,123
1038704,123
1038705,123
1038708,123
1038709,123
1038710,123
1038715,187
1038723,123
1038724,187
1038732,123
1038735,123
1038744,123
1038750,123
1038759,38
1038760,38
1038761,38
1038767,12
1038778,225
1038779,166
1038781,63
1038783,216
1038785,155
1038788,59
1038789,63
1038790,139
1038792,63
1038797,8
1038799,38
1038832,225
1038834,189
1038837,221
1038840,63
1038860,8
1038862,156
1038866,8
1038869,187
1038873,187
1038876,187
1038878,187
1038879,221
1038882,63
1038887,166
1038896,12
1038899,8
1038902,44
1038906,12
1038915,187
1038916,139
1038921,155
1038934,221
1038936,12
1038937,189
1038944,38
1038946,15
1038949,189
1038953,38
1038955,12
1038961,187
1038970,8
1038971,155
1038972,166
1038975,164
1038976,187
1038985,25
1038987,38
1038988,25
1038991,164
1038993,8
1039,186
10390,15
1039008,12
1039010,225
1039011,187
1039019,187
1039025,216
1039026,187
1039028,187
1039029,136
1039032,225
1039033,44
1039048,155
1039049,38
1039050,8
1039055,187
1039056,164
1039058,15
1039073,221
1039074,187
1039075,194
1039083,164
1039084,189
1039086,8
1039088,8
1039090,164
1039091,12
1039106,221
1039108,12
1039117,187
1039119,194
1039120,164
1039121,186
1039123,194
1039124,123
1039136,156
1039141,123
1039142,187
1039147,221
1039148,221
1039154,221
1039157,225
1039164,59
1039167,59
1039170,225
1039175,187
1039180,225
1039182,63
1039186,38
1039188,51
1039189,225
1039192,136
1039198,44
1039199,194
10392,167
1039204,12
1039208,136
1039217,194
1039222,8
1039227,194
1039229,139
1039230,225
1039233,187
1039236,5
1039242,63
1039246,5
1039249,225
1039255,63
1039259,63
1039262,194
1039263,12
1039269,194
1039270,225
1039273,189
1039275,166
1039288,189
1039292,194
1039293,139
10393,20
1039304,12
1039305,166
1039309,164
1039317,63
1039318,155
1039319,12
1039330,63
1039332,155
1039334,8
1039340,63
1039344,139
1039345,63
1039347,139
1039350,12
1039355,187
1039357,63
1039360,8
1039365,216
1039368,166
1039381,63
1039382,63
1039383,194
1039385,187
1039390,15
1036879,123
1036880,123
1036900,123
1036904,123
1036911,123
1036912,123
1036918,123
1036919,123
1036923,123
1036927,123
1036952,123
1036954,123
1036955,123
1036956,123
1036968,123
1036975,123
1036978,123
1036983,123
1036988,123
1036993,123
1036994,123
1036995,123
1036996,123
1036997,123
1037,191
1037012,123
1037015,123
1037017,123
1037019,123
1037021,123
1037022,123
1037023,123
1037024,123
1037038,123
1037039,123
1037040,123
1037059,123
1037070,123
1037072,123
1037074,123
1037082,123
1037085,123
1037086,123
1037091,123
1037092,123
10371,194
1037103,123
1037109,123
1037110,123
1037121,123
1037122,123
1037135,123
1037136,123
1037137,123
1037138,123
1037139,123
1037140,123
1037149,123
1037154,123
1037157,123
1037159,123
1037160,123
1037175,123
1037183,123
1037184,123
1037188,123
1037189,123
1037190,123
1037198,123
1037199,123
1037200,123
1037203,123
1037204,123
1037209,123
1037212,123
1037229,123
1037235,123
1037237,123
1037239,123
1037241,123
1037244,123
1037247,123
1037248,123
1037249,123
1037251,123
1037254,123
1037255,123
1037256,123
1037257,123
1037258,123
1037287,123
1037288,123
1037298,123
10373,221
1037305,123
1037306,123
1037310,123
1037311,123
1037312,123
1037325,123
1037328,123
1037331,123
1037342,123
1037343,123
1037344,123
1037352,123
1037357,123
1037359,123
1037360,123
1037361,123
1037362,123
1037367,123
1037374,123
1037390,123
1037391,123
10374,221
1037402,123
1037407,123
1037409,123
1037415,123
1037419,123
1037420,123
1037428,123
1037433,123
1037436,123
1037441,123
1037450,123
1037458,123
1037462,123
1037463,123
1037464,123
1037466,123
1037467,123
1037480,123
1037482,123
1037485,123
1037486,123
1037496,123
1037497,123
1037498,123
1037499,123
1037500,123
1037501,123
1039419,38
1039421,63
1039426,44
1039430,8
1039434,187
1039435,187
1039439,5
1039441,38
1039443,187
1039447,225
1039454,225
1039462,164
1039463,8
1039467,12
1039468,38
1039470,194
1039471,8
1039481,8
1039492,194
1039493,38
1039495,194
1039505,5
1039508,136
1039509,38
1039524,63
1039528,189
1039529,166
1039531,8
1039534,63
1039535,63
1039536,187
1039543,38
1039548,15
1039549,189
1039552,8
1039565,38
1039570,12
1039574,187
1039576,123
1039581,194
1039582,38
1039594,8
1039605,15
1039607,123
1039609,123
1039612,123
1039623,123
1039624,123
1039625,123
1039631,155
1039633,123
1039634,123
1039636,123
1039650,99
1039659,8
1039661,123
1039666,25
1039667,123
1039669,25
1039670,123
1039672,123
1039674,123
1039675,123
1039690,123
1039692,123
1039694,123
1039695,123
1039698,123
1039707,25
1039711,38
1039713,25
1039719,123
1039724,123
1039725,25
1039728,25
1039734,25
1039737,123
1039740,123
1039741,99
1039742,123
1039762,99
1039763,123
1039764,123
1039765,156
1039775,123
1039781,123
1039782,123
1039783,123
1039784,123
1039794,123
10398,191
1039804,123
1039809,25
1039816,123
1039820,123
1039821,123
1039822,123
1039824,25
1039826,99
1039828,25
1039831,123
1039838,99
1039843,123
1039844,123
1039846,25
1039849,25
1039851,123
1039854,123
1039855,25
1039856,123
1039864,25
1039875,123
1039876,123
1039892,123
1039895,25
1039905,123
1039906,123
1039913,123
1039914,123
1039915,123
1039916,123
1039918,123
1039919,123
1039931,25
1039932,123
1039936,123
1039943,123
1039944,123
1039945,123
1039949,123
1039950,123
1039951,123
1039957,25
1039958,123
1039959,123
1039962,123
1039964,123
1039966,123
1039970,25
1039978,123
1039992,123
1039998,25
1039999,123
1040880,1
1040883,14
1040884,15
1040886,62
1040887,15
1040889,62
1040892,85
1040893,62
1040898,14
10409,36
1040901,14
1040902,15
1040903,7
1040904,14
1040910,1
1040914,15
1040917,15
1040921,8
1040924,14
1040927,14
1040928,14
1040929,156
1040930,62
1040932,15
1040936,15
1040938,156
1040941,62
1040942,156
1040943,156
1040945,14
1040952,14
1040953,1
1040954,62
1040961,62
1040964,14
1040967,8
1040970,1
1040974,7
1040977,14
1040979,1
1040980,14
1040982,62
1040983,156
1040985,11
1040986,156
1040989,14
1040991,14
1040999,14
10410,36
1041000,156
1041001,14
1041003,62
1041004,156
1041006,62
1041008,62
1041009,62
1041012,156
1041014,156
1041016,14
1041017,62
1041019,14
1041027,14
1041033,145
1041035,15
1041036,62
1041038,2
1041039,156
1041040,15
1041041,14
1041044,62
1041045,15
1041048,62
1041051,8
1041056,14
1041061,8
1041062,62
1041063,156
1041064,8
1041065,8
1041066,156
1041069,8
1041071,15
1041075,15
1041076,31
1041080,31
1041087,14
1041088,14
1041089,14
1041092,31
1041093,8
1041097,8
1041103,7
1041104,8
1041108,1
1041113,31
1041114,85
1041115,7
1041116,31
1041117,85
1041120,31
1040015,123
1040029,123
1040035,123
1040036,99
1040044,25
1040051,123
1040052,123
1040064,123
1040077,99
1040079,123
1040080,25
1040082,123
1040085,25
1040090,123
1040093,25
1040094,123
1040095,123
1040099,123
10401,164
1040107,99
1040115,25
1040122,99
1040125,25
1040126,123
1040127,25
1040135,123
1040138,123
1040140,123
1040143,123
1040156,123
1040157,123
1040161,25
1040164,25
1040167,123
1040168,99
1040170,25
1040172,123
1040175,25
1040182,123
1040192,123
1040196,123
1040199,123
10402,164
1040200,123
1040205,123
1040207,25
1040209,123
1040210,25
1040232,25
1040233,123
1040240,123
1040241,123
1040242,123
1040243,123
1040245,123
1040252,25
1040265,25
1040266,123
1040267,25
1040270,123
1040283,25
1040287,25
1040290,25
1040297,99
1040299,123
1040304,123
1040307,123
1040308,123
1040310,123
1040313,99
1040315,25
1040320,25
1040321,123
1040323,25
1040324,123
1040328,99
1040333,123
1040341,123
1040346,123
1040348,25
1040356,123
1040359,123
1040361,123
1040362,25
1040364,123
1040366,99
1040370,123
1040380,25
1040382,123
1040383,123
1040385,25
1040389,123
1040391,25
1040392,123
1040397,123
1040399,25
1040406,25
1040411,25
1040416,123
1040425,191
1040443,11
1040450,38
1040451,6
1040452,42
1040455,8
1040459,11
1040460,62
1040464,221
1040467,221
1040468,166
1040469,221
1040470,227
1040471,221
1040472,221
1040497,166
1040512,1
1040783,31
1040784,160
1040786,160
1040790,145
1040792,160
1040794,2
10408,12
1040801,1
1040803,1
1040806,7
1040809,160
1040810,160
1040816,1
1040818,1
1040819,1
1040822,14
1040826,1
1040828,7
1040834,160
1040835,1
1040836,7
1040837,15
1040838,31
1040851,62
1040852,1
1040853,1
1040863,7
1040864,145
1040870,62
1040871,145
1040872,85
1040874,85
1040876,62
1039393,63
1039395,38
1039397,12
10394,194
1039403,38
1039409,139
1039411,44
10388,87
1038814,221
1038816,12
1038818,216
1038828,51
1038829,187
1038831,225
1038188,123
1038189,123
1038195,123
1038196,123
1038197,123
1038199,123
10382,11
1037502,123
1037511,123
1037531,123
1037532,123
1037533,123
1037542,123
1037547,123
104,166
1040,226
1040003,123
1040007,123
1040009,123
1040012,123
1040014,123
1041122,2
1041123,8
1041130,7
1041135,6
1041140,11
1041142,156
1041144,1
1041145,11
1041149,11
1041153,31
1041154,156
1041156,156
1041160,11
1041163,31
1041164,11
1041165,14
1041166,8
1041168,14
1041169,11
1041171,156
1041173,14
1041175,11
1041176,11
1041178,14
1041181,11
1041184,14
1041188,11
1041194,164
1041195,31
1041196,11
1041198,6
1041199,145
10412,12
1041202,14
1041203,11
1041206,1
1041207,31
1041212,14
1041213,14
1041214,31
1041219,11
1041222,7
1041225,31
1041228,7
1041231,11
1041232,14
1041233,11
1041234,31
1041239,14
1041240,11
1041241,7
1041246,11
1041248,14
1041250,14
1041251,14
1041256,156
1041261,11
1041269,14
1041270,10
1041271,162
1041272,1
1041273,85
1041279,14
1041282,8
1041288,162
1041291,14
1041292,162
1041295,6
1041298,156
10413,215
1041302,14
1041307,4
1041309,14
1041311,14
1041312,162
1041314,14
1041316,14
1041318,14
1041319,14
1041326,14
1041328,14
1041329,1
1041330,8
1041338,14
1041340,1
1041341,14
1041342,14
1041343,14
1041344,14
1041345,14
1041349,14
1041352,166
1041362,166
1041365,13
1041366,156
1041374,85
1041375,85
1041378,156
1041381,85
1041384,85
1041385,14
1041391,1
1041392,14
1041394,148
1041395,11
1041397,85
1041400,85
1041401,14
1041405,14
1041407,85
1041410,14
1041411,13
1041414,85
1041415,14
1041416,14
1041418,14
1041420,14
1041424,13
1041428,11
1041431,14
1041432,14
1041433,123
1041436,85
1041441,14
1041443,85
1041444,14
1041445,7
1041446,14
1041447,14
1041448,14
1041451,85
1041453,14
1041454,162
1041461,11
1041464,11
1041465,11
1041467,14
1041468,11
1041470,14
1041477,57
1041479,61
1041480,61
1041481,13
1041889,74
1041894,13
1041899,74
10419,9
1041901,74
1041904,61
1041909,74
1041911,74
1041912,61
1041914,74
1041919,13
1041922,61
1041926,123
1041927,74
1041928,57
1041932,88
1041934,74
1041945,61
1041946,74
1041947,74
1041949,74
1041957,1
1041960,74
1041961,63
1041962,74
1041967,74
1041974,194
1041980,194
1041983,194
1041984,194
1041988,74
1041992,61
1041993,74
1041996,74
1041997,63
1041999,2
1042,62
1042006,2
1042009,2
1042011,2
1042016,2
1042019,74
1042020,74
1042021,2
1042026,2
1042028,74
1042036,74
1042037,2
1042039,2
1042040,2
1042041,2
1042045,8
1042046,227
1042052,2
1042054,2
1042056,61
1042060,2
1042062,2
1042065,2
1042068,2
1042075,122
1042079,74
1042084,4
1042086,122
1042087,59
1042090,57
1042094,2
1042098,122
10421,123
1042100,122
1042104,2
1042105,13
1042106,122
1042107,2
1042110,36
1042111,122
1042115,122
1042127,122
1042131,59
1042137,99
1042139,2
1042141,57
1042144,59
1042146,13
1042151,99
1042152,13
1042153,99
1042154,1
1042155,4
1042158,59
1042160,2
1042162,123
1042163,227
1042164,15
1042170,63
1042174,4
1042176,13
1042180,99
1042181,99
1042186,99
1042188,1
1042189,123
1042194,99
1042199,99
10422,123
1042205,3
1042208,99
1042209,61
1042213,13
1042214,99
1042216,12
1042217,99
1042220,99
1042222,123
1042231,1
1042234,12
1042238,12
1042240,5
1042244,12
1042245,59
1042247,61
1042250,4
1042253,12
1042254,1
1042259,15
1042260,12
1042261,2
1042262,2
1042270,2
1042277,2
1042278,31
1042280,2
1042285,13
1042286,61
1042288,4
1042291,63
1042292,2
1042295,18
1042297,12
1042299,4
10423,123
1042300,1
1042302,4
1042331,61
1042338,1
1042339,2
1042344,123
1042350,61
1042355,61
1042359,61
1042360,61
1042362,61
1042363,61
1042364,61
1042367,61
1042370,14
1042371,14
1042373,61
1042374,61
1042375,4
1042377,61
1042378,61
1042380,14
1042385,14
1042388,61
1042391,61
1042392,61
1042395,186
1042399,14
1042403,13
1042404,61
1042407,13
1042409,61
1042412,61
1042413,61
1042415,61
1042418,61
1042425,14
1042426,14
1042428,61
1042429,186
1042435,123
1042438,14
1042442,186
1042444,186
1042447,61
1042450,14
1042455,61
1042456,61
1042457,14
1042458,13
1042459,14
1042464,99
1042471,99
1042473,99
1042474,99
1042475,99
1042478,99
1042479,99
1042482,99
1042494,99
1042495,186
1042497,99
1042498,14
1042499,61
1042500,99
1042502,14
1042504,99
1042508,14
1042511,186
1042514,186
1042516,186
1042519,99
1042520,25
1042523,186
1042530,12
1042536,14
1042540,14
1042542,14
1042543,12
1042545,14
1042547,46
1042549,186
1042551,12
1042552,186
1042556,99
1042559,9
1042561,186
1042566,14
1042571,12
1042573,12
1042576,14
1042577,2
1042578,1
1042580,123
1042581,12
1042595,14
1042596,14
1042597,1
1042599,14
10426,5
1042600,1
1042603,14
1042604,14
1042605,63
1042608,204
1042609,14
1042613,13
1042617,14
1042618,61
1042619,204
1042620,14
1042621,204
1042623,61
1042624,61
1042627,61
1042628,14
1042629,61
1042631,2
1042632,61
1042644,61
1042648,63
1042650,14
1042652,61
1042654,204
1042656,13
1042658,2
1042661,61
1042662,14
1042667,204
1042669,61
1042672,14
1042676,61
1042677,2
1042681,14
1042682,61
1042685,14
1042687,204
1042689,61
1042691,204
1042694,186
1042695,186
1042696,61
1042698,61
1042702,46
1042703,204
1041498,11
1041502,57
1041504,61
1041506,74
1041507,14
1041517,74
1041518,141
1041519,74
1041524,74
1041525,14
1041529,61
1041530,74
1041534,13
1041539,74
1041542,74
1041545,14
1041554,74
1041556,74
1041560,123
1041563,13
1041564,61
1041565,74
1041570,74
1041572,13
1041577,13
1041583,57
1041584,74
1041585,13
1041588,11
1041592,13
1041593,74
1041594,61
1041597,74
1041598,13
1041600,14
1041603,74
1041606,63
1041611,2
1041620,14
1041621,7
1041622,13
1041627,2
1041628,57
1041629,57
1041630,57
1041631,57
1041633,13
1041634,2
1041636,2
1041638,14
1041642,1
1041643,1
1041645,13
1041661,146
1041662,1
1041663,57
1041671,2
1041676,166
1041677,2
1041679,2
1041683,2
1041684,2
1041685,13
1041687,57
1041690,82
1041693,13
1041695,11
1041696,2
1041698,2
10417,15
1041702,14
1041705,14
1041706,14
1041708,14
1041710,14
1041713,1
1041714,2
1041720,63
1041724,14
1041727,59
1041730,13
1041732,13
1041735,13
1041737,1
1041741,2
1041743,59
1041748,1
1041749,57
1041750,2
1041754,59
1041757,13
1041762,1
1041763,61
1041766,14
1041768,13
1041770,14
1041771,2
1041772,13
1041773,61
1041774,7
1041775,11
1041777,13
1041779,59
1041783,13
1041784,59
1041785,13
1041789,57
1041792,11
1041793,59
1041794,59
10418,15
1041800,57
1041805,13
1041808,59
1041809,13
1041813,13
1041815,13
1041817,13
1041820,2
1041822,2
1041823,59
1041824,2
1041829,11
1041835,1
1041840,61
1041841,61
1041845,61
1041848,74
1041850,61
1041852,61
1041853,11
1041855,14
1041856,61
1041857,13
1041859,11
1041860,13
1041862,61
1041863,61
1041866,61
1041868,61
1041870,13
1041873,61
1041874,61
1043537,130
1043538,130
1043541,130
1043542,62
1043543,130
1043548,130
1043550,130
1043551,62
1043556,43
1043564,14
1043566,43
1043567,8
1043568,43
1043569,43
1043572,43
1043579,43
1043583,63
1043585,43
1043588,15
1043589,14
1043595,62
10436,164
1043603,14
1043604,14
1043605,130
1043607,130
1043608,14
1043610,63
1043611,63
1043615,14
1043618,166
1043619,62
1043624,166
1043626,2
1043628,166
1043629,130
1043634,130
1043642,130
1043643,130
1043644,166
1043649,166
1043650,14
1043651,14
1043652,130
1043656,166
1043664,166
1043665,2
1043668,166
1043669,130
1043670,63
1043673,166
1043680,14
1043685,167
1043686,14
1043698,130
10437,139
1043700,130
1043702,130
1043703,161
1043704,14
1043707,161
1043709,161
1043710,14
1043713,14
1043716,14
1043719,167
1043721,14
1043722,63
1043725,14
1043727,161
1043728,130
1043730,161
1043735,161
1043738,161
1043740,14
1043741,62
1043747,161
1043750,161
1043751,161
1043752,8
1043756,161
1043757,161
1043759,62
1043760,130
1043764,161
1043769,161
1043770,161
1043771,161
1043778,14
1043781,14
1043783,14
1043786,7
1043793,14
1043797,12
1043800,43
1043807,7
1043811,14
1043813,14
1043818,161
1043819,161
1043132,204
1043133,204
1043134,204
1043136,204
1043139,14
1043146,62
1043147,8
1043149,14
1043153,6
1043158,11
1043159,63
1043161,63
1043162,15
1043165,15
1043166,15
1043169,63
1043170,14
1043176,62
1043180,204
1043183,204
1043184,148
1043188,14
1043189,15
1043192,14
1043195,15
1043196,15
1043200,63
1043203,15
1043209,62
1043213,15
1043215,62
1043216,13
1043217,63
1043218,15
1043219,63
1043221,63
1043224,204
1043235,14
1043236,63
1043238,15
1043241,63
1043242,63
1043243,14
1043245,15
1043246,63
1043251,63
1043253,63
1043255,63
1043265,63
1043268,15
1043269,63
1043274,204
1043279,63
1043285,63
1043286,14
1043287,63
1043294,15
1043297,63
1043299,2
1043300,63
1043302,14
1043303,204
1043304,46
1043305,14
1043306,130
1043308,15
1043309,14
1043310,12
1043315,2
1043316,15
1043317,14
1043318,14
1043320,204
1043326,15
1043327,63
1043328,63
1043339,63
1043346,62
1043347,15
1043355,15
1043356,15
1043361,63
1043362,63
1043363,63
1043368,14
1043369,130
1043370,14
1043372,130
1043373,63
1043375,130
1043379,63
1043381,63
1043383,15
1043388,63
1043389,62
10434,12
1043403,130
1043405,130
1043406,130
1043408,130
1043411,130
1043413,46
1043414,43
1043416,130
1043418,63
1043424,130
1043428,14
1043430,63
1043432,63
1043433,14
1043434,2
1043436,8
1043438,130
1043439,13
1043442,43
1043444,14
1043445,15
1043448,14
1043451,43
1043454,15
1043455,62
1043461,62
1043471,43
1043472,62
1043473,43
1043475,62
1043476,43
1043481,62
1043482,62
1043484,15
1043490,43
1043491,62
1043492,43
1043493,15
1043494,63
1043495,62
10435,164
1043501,15
1043503,130
1043509,130
1043512,62
1043513,15
1043518,130
1042727,61
1042728,204
1042729,204
1042732,186
1042736,61
1042739,14
1042742,5
1042747,14
1042751,14
1042753,186
1042755,14
1042756,186
1042757,14
1042759,61
1042761,2
1042764,14
1042772,14
1042773,14
1042775,14
1042777,14
1042779,61
1042781,2
1042787,14
1042794,14
1042795,14
1042798,186
1042799,61
10428,31
1042806,14
1042807,14
1042809,14
1042810,186
1042811,15
1042813,61
1042815,2
1042817,14
1042820,14
1042824,14
1042827,186
1042829,186
1042831,14
1042832,186
1042834,186
1042837,61
1042855,186
1042856,186
1042857,15
1042858,186
1042860,2
1042861,14
1042864,15
1042867,14
1042873,15
1042875,14
1042879,13
1042880,186
1042882,2
1042883,14
1042886,63
1042887,14
1042890,15
1042892,15
1042894,186
1042895,186
1042896,15
1042897,15
1042899,186
10429,62
1042903,9
1042908,2
1042909,15
1042915,14
1042917,186
1042918,61
1042920,186
1042921,63
1042922,148
1042925,14
1042928,2
1042940,2
1042941,63
1042942,15
1042943,63
1042950,15
1042953,15
1042954,15
1042955,15
1042969,14
1042970,12
1042971,46
1042973,63
1042974,14
1042976,63
1042977,63
1042978,186
1042979,63
1042980,63
1042982,14
1042984,63
1042994,2
1042996,63
1043,227
10430,87
1043000,63
1043005,63
1043010,14
1043013,186
1043016,63
1043019,14
1043021,63
1043030,14
1043031,62
1043032,14
1043033,14
1043036,14
1043039,46
1043041,14
1043054,62
1043056,2
1043057,63
1043059,2
1043062,204
1043063,204
1043064,2
1043065,204
1043066,2
1043067,204
1043068,14
1043069,204
1043070,14
1043073,204
1043075,63
1043077,204
1043092,62
1043098,62
1043101,2
1043103,62
1043107,62
1043109,62
1043110,204
1043112,8
1043115,2
1043118,148
1041482,61
1041485,74
1041486,13
1041488,61
1041489,57
1041491,61
1041494,74
1041875,61
1041877,61
1041879,61
1041880,13
1041883,74
1041887,61
1042706,63
1042707,186
1042710,63
1042711,61
1042715,2
1042722,14
1042724,204
1042304,13
1042310,13
1042313,4
1042314,4
1042320,4
1042328,13
1042329,123
1043121,204
1043122,204
1043124,204
1043125,62
1043126,62
1043129,204
1043130,62
1043519,130
1043523,130
1043524,46
1043525,130
1043526,130
1043529,14
1043530,14
1044237,161
1044241,70
1044245,14
1044247,62
1044256,161
1044259,14
1044267,161
1044272,14
1044277,161
1044279,161
1044282,161
1044283,162
1044287,62
1044288,161
1044292,62
1044293,62
1044294,161
1044295,14
1044297,14
1044300,162
1044303,161
1044309,161
1044311,161
1044314,161
1044315,62
1044316,161
1044320,62
1044323,161
1044328,62
1044331,162
1044332,14
1044336,12
1044337,62
1044342,161
1044343,161
1044344,62
1044349,62
1044350,14
1044354,161
1044356,14
1044357,161
1044358,14
1044359,14
1044366,161
1044368,62
1044375,161
1044377,161
1044379,14
1044380,14
1044381,162
1044382,161
1044386,62
1044387,62
1044389,62
1044397,161
1044399,14
10444,46
1044402,161
1044403,162
1044405,62
1044410,31
1044413,14
1044415,14
1044416,31
1044419,14
1044421,14
1044422,31
1044425,162
1044426,31
1044432,161
1044440,31
1044441,31
1044443,31
1044444,162
1044445,14
1044451,31
1044452,62
1044455,62
1044460,31
1044462,31
1044463,162
1044464,31
1044468,162
1044472,31
1044474,162
1044480,31
1044484,31
1044485,31
1044487,12
1044490,162
1044491,162
1044492,31
1044495,31
1044499,31
10445,189
1044507,31
1044508,31
1044511,14
1044515,14
1044516,62
1044526,145
1044527,7
1044528,31
1044530,7
1044531,31
1044533,162
1044534,59
1044536,31
1044537,14
1044540,162
1044544,162
1044546,145
1044552,12
1044564,12
1044567,162
1044569,145
1044571,1
1044573,145
1044574,59
1044575,14
1044577,162
1044582,156
1044589,145
1044590,14
1044591,63
1044595,145
10446,189
1044601,156
1044602,14
1044607,12
1044608,145
1044609,160
1044610,160
1044611,145
1044612,12
1044615,12
1044616,12
1044617,15
1044618,145
1044619,8
1044622,156
1044623,1
1044625,156
1044645,156
1044647,156
1044648,160
1044649,12
1044650,15
1044651,62
1044655,15
1044657,156
1044660,15
1044661,2
1044664,160
1044668,156
1044669,160
1044670,160
1044676,160
1044679,160
1044682,160
1044686,160
1044687,160
1044693,160
1044696,15
1044699,160
10447,60
1044703,160
1044704,160
1044712,160
1044715,160
1044716,160
1044717,160
1044720,12
1044721,160
1044722,160
1044723,31
1044725,31
1044729,4
1044733,31
1044741,7
1044742,7
1044743,7
1044744,1
1044745,162
1044749,31
1044751,1
1044753,31
1044754,31
1044762,7
1044764,15
1044765,31
1044771,4
1044777,31
1044778,7
1044783,62
1044784,7
1044787,31
1044788,145
1044790,62
1044793,31
1044794,15
10448,60
1044800,145
1044802,145
1044807,12
1044811,145
1044813,145
1044814,156
1044815,62
1044820,1
1044823,62
1044825,62
1044828,8
1044829,62
1044835,156
1044841,62
1044845,145
1044851,5
1044853,156
1044860,145
1044864,12
1044865,156
1044866,1
1044867,8
1044868,14
1044869,1
1044871,59
1044873,62
1044880,156
1044883,7
1044885,62
1044887,1
1044888,7
1044891,14
1044892,162
1044893,145
1044895,156
1044896,156
1044897,1
1044904,12
1044907,156
1044908,31
1044910,15
1044913,156
1044915,145
1044919,156
1044922,1
1044923,7
1044926,156
1044928,31
1044930,8
1044931,7
1044933,156
1044935,19
1044937,62
1044938,7
1044943,156
1044945,62
1044947,7
1044950,7
1044954,2
1044976,25
1044996,164
1045,206
10450,109
1045006,15
1045008,47
1045011,74
1045019,164
1045021,12
1045028,6
1045032,2
1045036,1
1045038,164
1045059,164
1045062,146
1045064,12
1045074,12
1045091,1
1045114,2
1045119,164
1045120,83
1045123,2
1045129,12
1045157,2
1045166,2
10453,139
1045304,31
1045305,2
1045307,72
1045310,2
1045314,15
1045325,141
1045326,31
1045327,31
1045331,74
1045335,74
1045339,74
1045347,74
1045348,227
1045350,74
1045351,74
1045352,74
1045353,74
1045354,141
1045356,141
1045357,74
1045358,227
1045361,31
1045362,141
1045384,227
1045389,141
1045396,141
1045397,227
10454,139
1045401,227
1045403,74
1045404,74
1045412,74
1045414,141
1045417,74
1045419,74
1045420,74
1045422,74
1045423,74
1045424,74
1045429,74
1045431,74
1045432,74
1045435,74
1045438,74
1045442,74
1045443,74
1045448,74
1045454,2
1045459,15
1045463,2
1045465,74
1045467,74
1045474,12
1045475,15
1045482,74
1045487,74
1045490,2
1045491,74
1045492,12
1045493,74
1045494,74
1045498,2
1045499,74
10455,139
1045503,74
1045504,74
1045514,74
1045516,10
1045532,74
1045534,74
1045535,74
1045536,74
1045538,74
1045540,8
1045547,74
1045551,74
1045558,2
1045561,10
1045565,8
1045571,59
1045572,12
1045574,12
1045577,15
1045579,15
1045581,8
1045584,1
1045593,204
1045596,204
1045598,15
10456,62
1045600,204
1045601,2
1045602,204
1045605,204
1045606,2
1045607,204
1045620,15
1045626,15
1045627,204
1045630,204
1045632,204
1045633,204
1045634,8
1045636,12
1045637,204
1045638,15
1045642,12
1045643,12
1045644,12
1045646,15
1045647,12
1045649,9
1045652,12
1045653,12
1045656,204
1045659,12
1045676,15
1045679,15
1045680,15
1045681,88
1045682,74
1045684,12
1045690,123
1045691,7
1045693,12
1045694,12
1045695,2
1045698,7
10457,62
1045705,88
1045706,123
1045708,31
1045711,15
1045717,1
1045718,15
1045720,31
1045721,204
1045723,204
1045724,31
1045725,12
1045728,204
1045729,15
1045769,15
1045770,204
1045773,15
1045774,204
1045776,148
1045777,1
1045778,148
1045779,15
1045783,15
1045786,15
1045787,15
1045788,15
1045790,15
1045799,15
1045800,15
1045802,2
1045812,15
1045813,15
1045817,15
1045821,15
1045822,63
1045826,12
1045827,15
1045828,15
1045829,12
1045833,12
1045836,15
1045838,204
1045839,15
1045844,204
1045850,15
1045851,204
1045855,15
1045856,63
1045861,12
1045862,15
1045866,2
1045867,15
1045868,63
1045870,15
1045871,2
1045878,63
1045883,15
1045884,15
1045888,63
1045889,12
1045890,12
1045892,2
1045893,12
1045896,12
1045897,12
1045898,12
1045900,2
1045901,15
1045910,1
1045913,2
1045916,2
1045917,15
1045918,15
1045921,15
1045925,1
1045930,15
1045937,12
1045938,2
1045939,15
1045940,15
1045943,1
1045947,15
1045951,2
1045953,12
1045954,12
1045955,15
1045961,2
1045963,15
1045965,2
1045970,12
1045978,2
1045980,1
1045981,2
1045982,12
1045983,2
1045984,123
1045986,123
1045989,123
1045991,38
1045992,2
1045996,123
1045998,123
1046,70
1046001,123
1046011,38
1046012,2
1046020,123
1046025,1
1046027,123
1046030,123
1046035,123
1046037,2
1046038,47
1046039,63
1046045,123
1046046,2
1046047,2
1046049,15
1046050,63
1046053,123
1046056,123
1046059,63
1046065,2
1046066,63
1046067,63
